date,sales
5/27/2018,32
5/28/2018,46
5/29/2018,33
5/30/2018,29
5/31/2018,39
6/1/2018,50
6/2/2018,64
6/3/2018,37
6/4/2018,33
6/5/2018,36
6/6/2018,45
6/7/2018,43
6/8/2018,40
6/9/2018,47
6/10/2018,35
6/11/2018,39
6/12/2018,45
6/13/2018,43
6/14/2018,49
6/15/2018,47
6/16/2018,37
6/17/2018,32
6/18/2018,34
6/19/2018,43
6/20/2018,42
6/21/2018,42
6/22/2018,50
6/23/2018,50
6/24/2018,38
6/25/2018,51
6/26/2018,43
6/27/2018,49
6/28/2018,25
6/29/2018,46
6/30/2018,49
7/1/2018,34
7/2/2018,43
7/3/2018,38
7/4/2018,48
7/5/2018,53
7/6/2018,44
7/7/2018,66
7/8/2018,48
7/9/2018,40
7/10/2018,39
7/11/2018,54
7/12/2018,41
7/13/2018,54
7/14/2018,52
7/15/2018,29
7/16/2018,41
7/17/2018,36
7/18/2018,47
7/19/2018,45
7/20/2018,58
7/21/2018,52
7/22/2018,36
7/23/2018,48
7/24/2018,48
7/25/2018,51
7/26/2018,38
7/27/2018,46
7/28/2018,40
7/29/2018,44
7/30/2018,30
7/31/2018,37
8/1/2018,46
8/2/2018,53
8/3/2018,36
8/4/2018,46
8/5/2018,36
8/6/2018,28
8/7/2018,38
8/8/2018,42
8/9/2018,43
8/10/2018,49
8/11/2018,44
8/12/2018,39
8/13/2018,36
8/14/2018,31
8/15/2018,42
8/16/2018,35
8/17/2018,45
8/18/2018,56
8/19/2018,40
8/20/2018,33
8/21/2018,36
8/22/2018,41
8/23/2018,41
8/24/2018,34
8/25/2018,44
8/26/2018,31
8/27/2018,48
8/28/2018,28
8/29/2018,37
8/30/2018,44
8/31/2018,34
9/1/2018,45
9/2/2018,28
9/3/2018,26
9/4/2018,28
9/5/2018,39
9/6/2018,37
9/7/2018,40
9/8/2018,39
9/9/2018,20
9/10/2018,33
9/11/2018,41
9/12/2018,20
9/13/2018,40
9/14/2018,42
9/15/2018,32
9/16/2018,29
9/17/2018,35
9/18/2018,29
9/19/2018,29
9/20/2018,34
9/21/2018,47
9/22/2018,41
9/23/2018,33
9/24/2018,37
9/25/2018,37
9/26/2018,42
9/27/2018,32
9/28/2018,44
9/29/2018,39
9/30/2018,34
10/1/2018,34
10/2/2018,31
10/3/2018,40
10/4/2018,41
10/5/2018,38
10/6/2018,37
10/7/2018,33
10/8/2018,37
10/9/2018,30
10/10/2018,36
10/11/2018,42
10/12/2018,37
10/13/2018,42
10/14/2018,25
10/15/2018,30
10/16/2018,28
10/17/2018,31
10/18/2018,28
10/19/2018,33
10/20/2018,35
10/21/2018,33
10/22/2018,28
10/23/2018,30
10/24/2018,35
10/25/2018,30
10/26/2018,37
10/27/2018,54
10/28/2018,29
10/29/2018,27
10/30/2018,27
10/31/2018,35
11/1/2018,37
11/2/2018,46
11/3/2018,40
11/4/2018,44
11/5/2018,32
11/6/2018,36
11/7/2018,37
11/8/2018,44
11/9/2018,46
11/10/2018,42
11/11/2018,29
11/12/2018,31
11/13/2018,43
11/14/2018,39
11/15/2018,28
11/16/2018,38
11/17/2018,38
11/18/2018,20
11/19/2018,30
11/20/2018,43
11/21/2018,35
11/22/2018,39
11/23/2018,47
11/24/2018,45
11/25/2018,20
11/26/2018,40
11/27/2018,35
11/28/2018,37
11/29/2018,40
11/30/2018,35
12/1/2018,28
12/2/2018,30
12/3/2018,20
12/4/2018,28
12/5/2018,20
12/6/2018,21
12/7/2018,24
12/8/2018,31
12/9/2018,20
12/10/2018,31
12/11/2018,25
12/12/2018,36
12/13/2018,21
12/14/2018,32
12/15/2018,30
12/16/2018,23
12/17/2018,25
12/18/2018,25
12/19/2018,29
12/20/2018,34
12/21/2018,30
12/22/2018,29
12/23/2018,17
12/24/2018,21
12/25/2018,31
12/26/2018,21
12/27/2018,28
12/28/2018,32
12/29/2018,29
12/30/2018,21
12/31/2018,23
1/1/2019,21
1/2/2019,22
1/3/2019,27
1/4/2019,35
1/5/2019,33
1/6/2019,20
1/7/2019,15
1/8/2019,22
1/9/2019,25
1/10/2019,32
1/11/2019,27
1/12/2019,37
1/13/2019,25
1/14/2019,27
1/15/2019,24
1/16/2019,31
1/17/2019,35
1/18/2019,37
1/19/2019,27
1/20/2019,16
1/21/2019,37
1/22/2019,28
1/23/2019,19
1/24/2019,34
1/25/2019,31
1/26/2019,26
1/27/2019,16
1/28/2019,20
1/29/2019,28
1/30/2019,30
1/31/2019,26
2/1/2019,33
2/2/2019,40
2/3/2019,24
2/4/2019,22
2/5/2019,24
2/6/2019,28
2/7/2019,42
2/8/2019,35
2/9/2019,35
2/10/2019,27
2/11/2019,23
2/12/2019,24
2/13/2019,29
2/14/2019,30
2/15/2019,32
2/16/2019,27
2/17/2019,23
2/18/2019,18
2/19/2019,30
2/20/2019,32
2/21/2019,42
2/22/2019,45
2/23/2019,43
2/24/2019,27
2/25/2019,27
2/26/2019,27
2/27/2019,27
2/28/2019,31
3/1/2019,40
3/2/2019,36
3/3/2019,25
3/4/2019,37
3/5/2019,28
3/6/2019,32
3/7/2019,38
3/8/2019,50
3/9/2019,58
3/10/2019,30
3/11/2019,29
3/12/2019,30
3/13/2019,28
3/14/2019,22
3/15/2019,40
3/16/2019,46
3/17/2019,27
3/18/2019,33
3/19/2019,36
3/20/2019,33
3/21/2019,41
3/22/2019,34
3/23/2019,62
3/24/2019,32
3/25/2019,26
3/26/2019,38
3/27/2019,34
3/28/2019,45
3/29/2019,54
3/30/2019,40
3/31/2019,23
4/1/2019,41
4/2/2019,42
4/3/2019,45
4/4/2019,41
4/5/2019,44
4/6/2019,51
4/7/2019,23
4/8/2019,46
4/9/2019,43
4/10/2019,32
4/11/2019,32
4/12/2019,51
4/13/2019,50
4/14/2019,31
4/15/2019,40
4/16/2019,41
4/17/2019,40
4/18/2019,37
4/19/2019,47
4/20/2019,56
4/21/2019,29
4/22/2019,38
4/23/2019,34
4/24/2019,43
4/25/2019,60
4/26/2019,49
4/27/2019,55
4/28/2019,35
4/29/2019,43
4/30/2019,36
5/1/2019,35
5/2/2019,43
5/3/2019,44
5/4/2019,52
5/5/2019,37
5/6/2019,50
5/7/2019,45
5/8/2019,43
5/9/2019,55
5/10/2019,57
5/11/2019,77
5/12/2019,33
5/13/2019,49
5/14/2019,35
5/15/2019,42
5/16/2019,53
5/17/2019,56
5/18/2019,66
5/19/2019,37
5/20/2019,41
5/21/2019,37
5/22/2019,41
5/23/2019,45
5/24/2019,52
5/25/2019,47
5/26/2019,41
5/27/2019,38
5/28/2019,43
5/29/2019,44
5/30/2019,52
5/31/2019,53
6/1/2019,69
6/2/2019,32
6/3/2019,42
6/4/2019,55
6/5/2019,45
6/6/2019,66
6/7/2019,56
6/8/2019,60
6/9/2019,43
6/10/2019,47
6/11/2019,47
6/12/2019,37
6/13/2019,63
6/14/2019,66
6/15/2019,69
6/16/2019,35
6/17/2019,42
6/18/2019,45
6/19/2019,50
6/20/2019,53
6/21/2019,47
6/22/2019,66
6/23/2019,28
6/24/2019,48
6/25/2019,44
6/26/2019,37
6/27/2019,41
6/28/2019,56
6/29/2019,51
6/30/2019,30
7/1/2019,46
7/2/2019,38
7/3/2019,44
7/4/2019,55
7/5/2019,65
7/6/2019,69
7/7/2019,42
7/8/2019,36
7/9/2019,50
7/10/2019,49
7/11/2019,51
7/12/2019,44
7/13/2019,66
7/14/2019,30
7/15/2019,43
7/16/2019,32
7/17/2019,59
7/18/2019,58
7/19/2019,73
7/20/2019,56
7/21/2019,51
7/22/2019,45
7/23/2019,43
7/24/2019,57
7/25/2019,55
7/26/2019,48
7/27/2019,53
7/28/2019,39
7/29/2019,34
7/30/2019,49
7/31/2019,61
8/1/2019,43
8/2/2019,38
8/3/2019,61
8/4/2019,34
8/5/2019,49
8/6/2019,41
8/7/2019,40
8/8/2019,49
8/9/2019,52
8/10/2019,56
8/11/2019,50
8/12/2019,42
8/13/2019,39
8/14/2019,36
8/15/2019,52
8/16/2019,74
8/17/2019,53
8/18/2019,37
8/19/2019,30
8/20/2019,63
8/21/2019,38
8/22/2019,52
8/23/2019,46
8/24/2019,61
8/25/2019,43
8/26/2019,59
8/27/2019,40
8/28/2019,48
8/29/2019,41
8/30/2019,53
8/31/2019,58
9/1/2019,42
9/2/2019,48
9/3/2019,37
9/4/2019,44
9/5/2019,44
9/6/2019,36
9/7/2019,49
9/8/2019,32
9/9/2019,37
9/10/2019,42
9/11/2019,44
9/12/2019,39
9/13/2019,46
9/14/2019,58
9/15/2019,27
9/16/2019,38
9/17/2019,51
9/18/2019,48
9/19/2019,39
9/20/2019,47
9/21/2019,43
9/22/2019,31
9/23/2019,24
9/24/2019,44
9/25/2019,44
9/26/2019,58
9/27/2019,50
9/28/2019,51
9/29/2019,27
9/30/2019,41
10/1/2019,25
10/2/2019,39
10/3/2019,38
10/4/2019,45
10/5/2019,52
10/6/2019,27
10/7/2019,49
10/8/2019,29
10/9/2019,41
10/10/2019,43
10/11/2019,57
10/12/2019,51
10/13/2019,31
10/14/2019,34
10/15/2019,24
10/16/2019,40
10/17/2019,30
10/18/2019,55
10/19/2019,44
10/20/2019,37
10/21/2019,29
10/22/2019,40
10/23/2019,39
10/24/2019,46
10/25/2019,43
10/26/2019,43
10/27/2019,40
10/28/2019,37
10/29/2019,39
10/30/2019,37
10/31/2019,39
11/1/2019,46
11/2/2019,57
11/3/2019,50
11/4/2019,36
11/5/2019,44
11/6/2019,40
11/7/2019,45
11/8/2019,54
11/9/2019,42
11/10/2019,35
11/11/2019,34
11/12/2019,43
11/13/2019,46
11/14/2019,43
11/15/2019,47
11/16/2019,41
11/17/2019,32
11/18/2019,39
11/19/2019,31
11/20/2019,43
11/21/2019,41
11/22/2019,35
11/23/2019,46
11/24/2019,28
11/25/2019,36
11/26/2019,43
11/27/2019,35
11/28/2019,39
11/29/2019,54
11/30/2019,44
12/1/2019,24
12/2/2019,30
12/3/2019,29
12/4/2019,26
12/5/2019,27
12/6/2019,25
12/7/2019,43
12/8/2019,23
12/9/2019,31
12/10/2019,26
12/11/2019,30
12/12/2019,30
12/13/2019,38
12/14/2019,26
12/15/2019,17
12/16/2019,35
12/17/2019,32
12/18/2019,38
12/19/2019,35
12/20/2019,44
12/21/2019,32
12/22/2019,22
12/23/2019,30
12/24/2019,27
12/25/2019,33
12/26/2019,32
12/27/2019,30
12/28/2019,39
12/29/2019,22
12/30/2019,39
12/31/2019,28
1/1/2020,36
1/2/2020,35
1/3/2020,34
1/4/2020,28
1/5/2020,29
1/6/2020,22
1/7/2020,39
1/8/2020,29
1/9/2020,27
1/10/2020,24
1/11/2020,19
1/12/2020,38
1/13/2020,20
1/14/2020,31
1/15/2020,15
1/16/2020,32
1/17/2020,34
1/18/2020,35
1/19/2020,17
1/20/2020,27
1/21/2020,31
1/22/2020,32
1/23/2020,27
1/24/2020,31
1/25/2020,32
1/26/2020,24
1/27/2020,25
1/28/2020,37
1/29/2020,29
1/30/2020,30
1/31/2020,27
2/1/2020,34
2/2/2020,24
2/3/2020,30
2/4/2020,29
2/5/2020,24
2/6/2020,28
2/7/2020,24
2/8/2020,40
2/9/2020,42
2/10/2020,34
2/11/2020,19
2/12/2020,28
2/13/2020,33
2/14/2020,36
2/15/2020,31
2/16/2020,28
2/17/2020,36
2/18/2020,27
2/19/2020,24
2/20/2020,37
2/21/2020,45
2/22/2020,26
2/23/2020,30
2/24/2020,30
2/25/2020,37
2/26/2020,37
2/27/2020,28
2/28/2020,31
3/1/2020,48
3/2/2020,33
3/3/2020,31
3/4/2020,33
3/5/2020,44
3/6/2020,36
3/7/2020,52
3/8/2020,47
3/9/2020,18
3/10/2020,34
3/11/2020,36
3/12/2020,44
3/13/2020,52
3/14/2020,37
3/15/2020,52
3/16/2020,26
3/17/2020,19
3/18/2020,29
3/19/2020,31
3/20/2020,43
3/21/2020,49
3/22/2020,52
3/23/2020,30
3/24/2020,34
3/25/2020,31
3/26/2020,28
3/27/2020,38
3/28/2020,48
3/29/2020,47
3/30/2020,35
3/31/2020,35
4/1/2020,49
4/2/2020,39
4/3/2020,47
4/4/2020,49
4/5/2020,42
4/6/2020,49
4/7/2020,41
4/8/2020,51
4/9/2020,50
4/10/2020,61
4/11/2020,45
4/12/2020,50
4/13/2020,43
4/14/2020,39
4/15/2020,39
4/16/2020,47
4/17/2020,52
4/18/2020,57
4/19/2020,62
4/20/2020,42
4/21/2020,34
4/22/2020,28
4/23/2020,37
4/24/2020,52
4/25/2020,50
4/26/2020,55
4/27/2020,29
4/28/2020,32
4/29/2020,39
4/30/2020,31
5/1/2020,45
5/2/2020,49
5/3/2020,52
5/4/2020,45
5/5/2020,44
5/6/2020,37
5/7/2020,48
5/8/2020,46
5/9/2020,52
5/10/2020,49
5/11/2020,35
5/12/2020,43
5/13/2020,41
5/14/2020,60
5/15/2020,48
5/16/2020,51
5/17/2020,50
5/18/2020,44
5/19/2020,54
5/20/2020,37
5/21/2020,54
5/22/2020,44
5/23/2020,53
5/24/2020,57
5/25/2020,45
5/26/2020,46
5/27/2020,40
5/28/2020,37
5/29/2020,64
5/30/2020,42
5/31/2020,53
6/1/2020,49
6/2/2020,54
6/3/2020,62
6/4/2020,54
6/5/2020,51
6/6/2020,62
6/7/2020,58
6/8/2020,45
6/9/2020,60
6/10/2020,45
6/11/2020,46
6/12/2020,50
6/13/2020,60
6/14/2020,72
6/15/2020,31
6/16/2020,48
6/17/2020,38
6/18/2020,56
6/19/2020,51
6/20/2020,57
6/21/2020,48
6/22/2020,51
6/23/2020,53
6/24/2020,52
6/25/2020,45
6/26/2020,54
6/27/2020,47
6/28/2020,59
6/29/2020,42
6/30/2020,48
7/1/2020,44
7/2/2020,37
7/3/2020,52
7/4/2020,59
7/5/2020,58
7/6/2020,51
7/7/2020,61
7/8/2020,52
7/9/2020,44
7/10/2020,55
7/11/2020,55
7/12/2020,62
7/13/2020,45
7/14/2020,43
7/15/2020,64
7/16/2020,43
7/17/2020,59
7/18/2020,48
7/19/2020,71
7/20/2020,46
7/21/2020,43
7/22/2020,67
7/23/2020,42
7/24/2020,61
7/25/2020,71
7/26/2020,64
7/27/2020,51
7/28/2020,58
7/29/2020,51
7/30/2020,51
7/31/2020,53
8/1/2020,45
8/2/2020,64
8/3/2020,41
8/4/2020,39
8/5/2020,43
8/6/2020,51
8/7/2020,57
8/8/2020,49
8/9/2020,53
8/10/2020,46
8/11/2020,40
8/12/2020,30
8/13/2020,55
8/14/2020,49
8/15/2020,54
8/16/2020,62
8/17/2020,31
8/18/2020,43
8/19/2020,43
8/20/2020,49
8/21/2020,59
8/22/2020,53
8/23/2020,70
8/24/2020,43
8/25/2020,30
8/26/2020,44
8/27/2020,52
8/28/2020,55
8/29/2020,53
8/30/2020,55
8/31/2020,34
9/1/2020,37
9/2/2020,51
9/3/2020,43
9/4/2020,37
9/5/2020,55
9/6/2020,57
9/7/2020,33
9/8/2020,46
9/9/2020,39
9/10/2020,46
9/11/2020,43
9/12/2020,59
9/13/2020,62
9/14/2020,49
9/15/2020,52
9/16/2020,44
9/17/2020,48
9/18/2020,60
9/19/2020,59
9/20/2020,51
9/21/2020,31
9/22/2020,38
9/23/2020,45
9/24/2020,43
9/25/2020,44
9/26/2020,51
9/27/2020,46
9/28/2020,32
9/29/2020,40
9/30/2020,41
10/1/2020,37
10/2/2020,48
10/3/2020,40
10/4/2020,49
10/5/2020,36
10/6/2020,37
10/7/2020,37
10/8/2020,38
10/9/2020,48
10/10/2020,41
10/11/2020,56
10/12/2020,27
10/13/2020,28
10/14/2020,38
10/15/2020,29
10/16/2020,39
10/17/2020,44
10/18/2020,46
10/19/2020,44
10/20/2020,34
10/21/2020,28
10/22/2020,47
10/23/2020,51
10/24/2020,39
10/25/2020,58
10/26/2020,29
10/27/2020,36
10/28/2020,37
10/29/2020,49
10/30/2020,52
10/31/2020,44
11/1/2020,49
11/2/2020,38
11/3/2020,47
11/4/2020,51
11/5/2020,45
11/6/2020,45
11/7/2020,58
11/8/2020,44
11/9/2020,29
11/10/2020,36
11/11/2020,36
11/12/2020,43
11/13/2020,45
11/14/2020,48
11/15/2020,53
11/16/2020,38
11/17/2020,42
11/18/2020,40
11/19/2020,55
11/20/2020,51
11/21/2020,48
11/22/2020,52
11/23/2020,29
11/24/2020,40
11/25/2020,47
11/26/2020,41
11/27/2020,61
11/28/2020,46
11/29/2020,51
11/30/2020,32
12/1/2020,32
12/2/2020,24
12/3/2020,30
12/4/2020,44
12/5/2020,46
12/6/2020,37
12/7/2020,25
12/8/2020,28
12/9/2020,30
12/10/2020,23
12/11/2020,33
12/12/2020,29
12/13/2020,26
12/14/2020,33
12/15/2020,33
12/16/2020,35
12/17/2020,15
12/18/2020,34
12/19/2020,39
12/20/2020,42
12/21/2020,25
12/22/2020,31
12/23/2020,22
12/24/2020,29
12/25/2020,36
12/26/2020,32
12/27/2020,29
12/28/2020,24
12/29/2020,34
12/30/2020,27
12/31/2020,26
1/1/2021,32
1/2/2021,24
1/3/2021,27
1/4/2021,28
1/5/2021,26
1/6/2021,44
1/7/2021,27
1/8/2021,37
1/9/2021,30
1/10/2021,40
1/11/2021,27
1/12/2021,33
1/13/2021,37
1/14/2021,25
1/15/2021,23
1/16/2021,46
1/17/2021,27
1/18/2021,19
1/19/2021,33
1/20/2021,26
1/21/2021,25
1/22/2021,31
1/23/2021,29
1/24/2021,37
1/25/2021,20
1/26/2021,28
1/27/2021,33
1/28/2021,38
1/29/2021,40
1/30/2021,37
1/31/2021,36
2/1/2021,32
2/2/2021,23
2/3/2021,28
2/4/2021,31
2/5/2021,46
2/6/2021,35
2/7/2021,36
2/8/2021,17
2/9/2021,30
2/10/2021,31
2/11/2021,34
2/12/2021,39
2/13/2021,37
2/14/2021,49
2/15/2021,26
2/16/2021,29
2/17/2021,32
2/18/2021,25
2/19/2021,40
2/20/2021,39
2/21/2021,45
2/22/2021,27
2/23/2021,34
2/24/2021,26
2/25/2021,38
2/26/2021,23
2/27/2021,44
2/28/2021,41
3/1/2021,22
3/1/2021,41
3/2/2021,48
3/3/2021,39
3/4/2021,37
3/5/2021,48
3/6/2021,49
3/7/2021,38
3/8/2021,32
3/9/2021,39
3/10/2021,35
3/11/2021,40
3/12/2021,44
3/13/2021,48
3/14/2021,30
3/15/2021,41
3/16/2021,31
3/17/2021,38
3/18/2021,34
3/19/2021,52
3/20/2021,37
3/21/2021,32
3/22/2021,41
3/23/2021,43
3/24/2021,40
3/25/2021,34
3/26/2021,42
3/27/2021,51
3/28/2021,36
3/29/2021,37
3/30/2021,44
3/31/2021,37
4/1/2021,48
4/2/2021,45
4/3/2021,52
4/4/2021,36
4/5/2021,31
4/6/2021,38
4/7/2021,48
4/8/2021,44
4/9/2021,50
4/10/2021,72
4/11/2021,41
4/12/2021,42
4/13/2021,56
4/14/2021,59
4/15/2021,52
4/16/2021,42
4/17/2021,52
4/18/2021,36
4/19/2021,41
4/20/2021,44
4/21/2021,45
4/22/2021,55
4/23/2021,48
4/24/2021,57
4/25/2021,37
4/26/2021,34
4/27/2021,40
4/28/2021,44
4/29/2021,49
4/30/2021,57
5/1/2021,69
5/2/2021,35
5/3/2021,58
5/4/2021,50
5/5/2021,46
5/6/2021,57
5/7/2021,50
5/8/2021,68
5/9/2021,28
5/10/2021,52
5/11/2021,43
5/12/2021,62
5/13/2021,47
5/14/2021,58
5/15/2021,64
5/16/2021,39
5/17/2021,64
5/18/2021,51
5/19/2021,49
5/20/2021,48
5/21/2021,59
5/22/2021,53
5/23/2021,42
5/24/2021,58
5/25/2021,57
5/26/2021,51
5/27/2021,34
5/28/2021,46
5/29/2021,63
5/30/2021,39
5/31/2021,47
6/1/2021,55
6/2/2021,56
6/3/2021,55
6/4/2021,67
6/5/2021,75
6/6/2021,37
6/7/2021,52
6/8/2021,44
6/9/2021,67
6/10/2021,58
6/11/2021,58
6/12/2021,54
6/13/2021,39
6/14/2021,48
6/15/2021,62
6/16/2021,53
6/17/2021,69
6/18/2021,61
6/19/2021,59
6/20/2021,36
6/21/2021,49
6/22/2021,30
6/23/2021,54
6/24/2021,48
6/25/2021,65
6/26/2021,50
6/27/2021,42
6/28/2021,57
6/29/2021,53
6/30/2021,41
7/1/2021,58
7/2/2021,67
7/3/2021,68
7/4/2021,38
7/5/2021,48
7/6/2021,46
7/7/2021,51
7/8/2021,64
7/9/2021,59
7/10/2021,60
7/11/2021,41
7/12/2021,69
7/13/2021,59
7/14/2021,55
7/15/2021,57
7/16/2021,59
7/17/2021,67
7/18/2021,41
7/19/2021,69
7/20/2021,59
7/21/2021,65
7/22/2021,66
7/23/2021,64
7/24/2021,76
7/25/2021,42
7/26/2021,48
7/27/2021,48
7/28/2021,55
7/29/2021,75
7/30/2021,61
7/31/2021,67
8/1/2021,37
8/2/2021,48
8/3/2021,49
8/4/2021,36
8/5/2021,44
8/6/2021,63
8/7/2021,55
8/8/2021,39
8/9/2021,43
8/10/2021,56
8/11/2021,50
8/12/2021,54
8/13/2021,53
8/14/2021,62
8/15/2021,34
8/16/2021,31
8/17/2021,48
8/18/2021,50
8/19/2021,51
8/20/2021,63
8/21/2021,57
8/22/2021,32
8/23/2021,49
8/24/2021,51
8/25/2021,37
8/26/2021,42
8/27/2021,64
8/28/2021,59
8/29/2021,44
8/30/2021,36
8/31/2021,42
9/1/2021,43
9/2/2021,36
9/3/2021,60
9/4/2021,52
9/5/2021,44
9/6/2021,57
9/7/2021,40
9/8/2021,45
9/9/2021,43
9/10/2021,54
9/11/2021,54
9/12/2021,31
9/13/2021,44
9/14/2021,50
9/15/2021,53
9/16/2021,53
9/17/2021,49
9/18/2021,68
9/19/2021,41
9/20/2021,57
9/21/2021,38
9/22/2021,37
9/23/2021,50
9/24/2021,44
9/25/2021,56
9/26/2021,37
9/27/2021,55
9/28/2021,55
9/29/2021,35
9/30/2021,49
10/1/2021,51
10/2/2021,57
10/3/2021,36
10/4/2021,38
10/5/2021,48
10/6/2021,40
10/7/2021,45
10/8/2021,42
10/9/2021,55
10/10/2021,37
10/11/2021,46
10/12/2021,34
10/13/2021,42
10/14/2021,53
10/15/2021,41
10/16/2021,58
10/17/2021,29
10/18/2021,44
10/19/2021,49
10/20/2021,51
10/21/2021,40
10/22/2021,47
10/23/2021,47
10/24/2021,28
10/25/2021,38
10/26/2021,46
10/27/2021,52
10/28/2021,47
10/29/2021,69
10/30/2021,50
10/31/2021,33
11/1/2021,50
11/2/2021,41
11/3/2021,44
11/4/2021,46
11/5/2021,49
11/6/2021,61
11/7/2021,41
11/8/2021,47
11/9/2021,43
11/10/2021,46
11/11/2021,42
11/12/2021,61
11/13/2021,58
11/14/2021,35
11/15/2021,54
11/16/2021,33
11/17/2021,39
11/18/2021,46
11/19/2021,51
11/20/2021,64
11/21/2021,42
11/22/2021,47
11/23/2021,39
11/24/2021,39
11/25/2021,51
11/26/2021,49
11/27/2021,48
11/28/2021,31
11/29/2021,44
11/30/2021,37
12/1/2021,19
12/2/2021,31
12/3/2021,37
12/4/2021,47
12/5/2021,28
12/6/2021,44
12/7/2021,27
12/8/2021,34
12/9/2021,31
12/10/2021,45
12/11/2021,31
12/12/2021,31
12/13/2021,28
12/14/2021,23
12/15/2021,33
12/16/2021,29
12/17/2021,39
12/18/2021,43
12/19/2021,22
12/20/2021,40
12/21/2021,39
12/22/2021,34
12/23/2021,38
12/24/2021,36
12/25/2021,49
12/26/2021,35
12/27/2021,37
12/28/2021,35
12/29/2021,29
12/30/2021,43
12/31/2021,42
1/1/2022,42
1/2/2022,28
1/3/2022,26
1/4/2022,28
1/5/2022,38
1/6/2022,22
1/7/2022,41
1/8/2022,40
1/9/2022,24
1/10/2022,46
1/11/2022,27
1/12/2022,26
1/13/2022,33
1/14/2022,39
1/15/2022,46
1/16/2022,25
1/17/2022,29
1/18/2022,28
1/19/2022,31
1/20/2022,45
1/21/2022,36
1/22/2022,36
1/23/2022,25
1/24/2022,30
1/25/2022,32
1/26/2022,33
1/27/2022,39
1/28/2022,27
1/29/2022,37
1/30/2022,23
1/31/2022,32
2/1/2022,35
2/2/2022,37
2/3/2022,36
2/4/2022,48
2/5/2022,44
2/6/2022,25
2/7/2022,38
2/8/2022,34
2/9/2022,43
2/10/2022,31
2/11/2022,49
2/12/2022,45
2/13/2022,23
2/14/2022,30
2/15/2022,33
2/16/2022,48
2/17/2022,38
2/18/2022,47
2/19/2022,33
2/20/2022,23
2/21/2022,41
2/22/2022,23
2/23/2022,28
2/24/2022,32
2/25/2022,34
2/26/2022,24
2/27/2022,31
2/28/2022,33
3/1/2022,36
3/2/2022,42
3/3/2022,37
3/4/2022,46
3/5/2022,47
3/6/2022,33
3/7/2022,43
3/8/2022,49
3/9/2022,49
3/10/2022,53
3/11/2022,50
3/12/2022,45
3/13/2022,30
3/14/2022,45
3/15/2022,36
3/16/2022,40
3/17/2022,39
3/18/2022,57
3/19/2022,65
3/20/2022,44
3/21/2022,52
3/22/2022,33
3/23/2022,38
3/24/2022,47
3/25/2022,48
3/26/2022,57
3/27/2022,31
3/28/2022,49
3/29/2022,37
3/30/2022,51
3/31/2022,54
4/1/2022,53
4/2/2022,56
4/3/2022,39
